artifact_id,stage,path,description,created_by_commit,input_source,status,used_by,known_issue,replacement_artifact
legacy_stage3_order_features,stage3,stage3/output/order_features,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,"legacy Stage2 inputs, calibration isolation, overall semantics, and full-day scale require rebuild",canonical_stage3_v2_pending
legacy_stage3_order_features_iis15k,stage3,stage3/output/order_features_iis15k,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,"legacy Stage2 inputs, calibration isolation, overall semantics, and full-day scale require rebuild",canonical_stage3_v2_pending
legacy_stage3_order_targets,stage3,stage3/output/order_targets,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,"legacy Stage2 inputs, calibration isolation, overall semantics, and full-day scale require rebuild",canonical_stage3_v2_pending
legacy_stage3_order_targets_iis15k,stage3,stage3/output/order_targets_iis15k,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,"legacy Stage2 inputs, calibration isolation, overall semantics, and full-day scale require rebuild",canonical_stage3_v2_pending
legacy_stage3_rolling_order_features,stage3,stage3/output/rolling_order_features,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,"legacy Stage2 inputs, calibration isolation, overall semantics, and full-day scale require rebuild",canonical_stage3_v2_pending
legacy_stage3_rolling_order_targets,stage3,stage3/output/rolling_order_targets,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,"legacy Stage2 inputs, calibration isolation, overall semantics, and full-day scale require rebuild",canonical_stage3_v2_pending
legacy_stage3_rolling_stage2_prediction_warehouse,stage3,stage3/output/rolling_stage2_prediction_warehouse,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,"legacy Stage2 inputs, calibration isolation, overall semantics, and full-day scale require rebuild",canonical_stage3_v2_pending
legacy_stage3_rule_baseline,stage3,stage3/output/rule_baseline,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,"legacy Stage2 inputs, calibration isolation, overall semantics, and full-day scale require rebuild",canonical_stage3_v2_pending
legacy_stage3_stage2_heldout_daily_20161017_23,stage3,stage3/output/stage2_heldout_daily_20161017_23,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,"legacy Stage2 inputs, calibration isolation, overall semantics, and full-day scale require rebuild",canonical_stage3_v2_pending
legacy_stage3_stage2_prediction_warehouse,stage3,stage3/output/stage2_prediction_warehouse,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,"legacy Stage2 inputs, calibration isolation, overall semantics, and full-day scale require rebuild",canonical_stage3_v2_pending
legacy_stage3_stage2_prediction_warehouse_iis15k,stage3,stage3/output/stage2_prediction_warehouse_iis15k,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,"legacy Stage2 inputs, calibration isolation, overall semantics, and full-day scale require rebuild",canonical_stage3_v2_pending
legacy_stage3_stage4_inputs_core,stage3,stage3/output/stage4_inputs_core,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,"legacy Stage2 inputs, calibration isolation, overall semantics, and full-day scale require rebuild",canonical_stage3_v2_pending
legacy_stage3_stage4_inputs_core_v2,stage3,stage3/output/stage4_inputs_core_v2,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,"legacy Stage2 inputs, calibration isolation, overall semantics, and full-day scale require rebuild",canonical_stage3_v2_pending
legacy_stage3_stage4_inputs_final,stage3,stage3/output/stage4_inputs_final,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,"legacy Stage2 inputs, calibration isolation, overall semantics, and full-day scale require rebuild",canonical_stage3_v2_pending
legacy_stage3_tabular_predictor,stage3,stage3/output/tabular_predictor,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,"legacy Stage2 inputs, calibration isolation, overall semantics, and full-day scale require rebuild",canonical_stage3_v2_pending
legacy_stage4_capability_mapping,stage4,stage4/output/capability_mapping,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_capability_mapping_final,stage4,stage4/output/capability_mapping_final,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_capability_mapping_v2,stage4,stage4/output/capability_mapping_v2,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_capability_sensitivity,stage4,stage4/output/capability_sensitivity,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_decoupled_abm,stage4,stage4/output/decoupled_abm,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_decoupled_abm_smoke_safe_rep1.err.log,stage4,stage4/output/decoupled_abm_smoke_safe_rep1.err.log,legacy file,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_decoupled_abm_smoke_safe_rep1.out.log,stage4,stage4/output/decoupled_abm_smoke_safe_rep1.out.log,legacy file,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_decoupled_environment,stage4,stage4/output/decoupled_environment,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_dynamic_dispatch_v2,stage4,stage4/output/dynamic_dispatch_v2,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_fleetpy_cross_validation,stage4,stage4/output/fleetpy_cross_validation,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_fleetpy_runtime,stage4,stage4/output/fleetpy_runtime,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_fleetpy_writable_test,stage4,stage4/output/fleetpy_writable_test,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_initial_fleet_snapshots,stage4,stage4/output/initial_fleet_snapshots,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_legacy_exploratory,stage4,stage4/output/legacy_exploratory,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_odd_gated_dry_run,stage4,stage4/output/odd_gated_dry_run,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_pricing_dispatch,stage4,stage4/output/pricing_dispatch,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_pricing_dispatch_debug,stage4,stage4/output/pricing_dispatch_debug,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_pricing_dispatch_final_run.err.log,stage4,stage4/output/pricing_dispatch_final_run.err.log,legacy file,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_pricing_dispatch_final_run.jobid,stage4,stage4/output/pricing_dispatch_final_run.jobid,legacy file,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_pricing_dispatch_final_run.log,stage4,stage4/output/pricing_dispatch_final_run.log,legacy file,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_pricing_dispatch_final_run.pid,stage4,stage4/output/pricing_dispatch_final_run.pid,legacy file,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_pricing_dispatch_smoke,stage4,stage4/output/pricing_dispatch_smoke,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_pricing_dispatch_smoke_final,stage4,stage4/output/pricing_dispatch_smoke_final,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_pricing_dispatch_v2,stage4,stage4/output/pricing_dispatch_v2,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_pricing_dispatch_v2_fullmain,stage4,stage4/output/pricing_dispatch_v2_fullmain,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_simulator_v3,stage4,stage4/output/simulator_v3,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_simulator_v3_balanced_validation,stage4,stage4/output/simulator_v3_balanced_validation,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_simulator_v3_candidate_sensitivity,stage4,stage4/output/simulator_v3_candidate_sensitivity,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_simulator_v3_final_smoke,stage4,stage4/output/simulator_v3_final_smoke,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_simulator_v3_integration_smoke,stage4,stage4/output/simulator_v3_integration_smoke,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_simulator_v3_perf_smoke,stage4,stage4/output/simulator_v3_perf_smoke,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_simulator_v3_phase12_smoke,stage4,stage4/output/simulator_v3_phase12_smoke,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_single_day_20161023,stage4,stage4/output/single_day_20161023,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_vendor,stage4,stage4/output/vendor,legacy directory,fb38799,legacy_unfrozen_lineage,exploratory,legacy_only,legacy upstream inputs; historical duration/test-calibrated capability contamination risk,canonical_stage4_v2_pending
legacy_stage4_full_day_calibrated_profile,stage4,stage4/config/vehicle_capability_profiles.json#full_day_calibrated,test-population calibrated capability sensitivity profile,fb38799,20161023 full-day distribution,deprecated,sensitivity_only,test-day population calibration; prohibited in canonical counterfactual runs,pre_registered_exogenous_capability_profile_v2
